Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
8/12/14,Place in Darmstadt,2014-08-12T00:00:00+02:00,2014-08-12T08:48:59+02:00,31739,49.8819681239,8.6703339401,,
8/12/14,Place in Darmstadt,2014-08-12T08:53:55+02:00,2014-08-12T09:12:17+02:00,1102,49.8822491921,8.6660203318,,
8/12/14,Place in Darmstadt,2014-08-12T09:34:17+02:00,2014-08-12T12:31:17+02:00,10620,49.8710644442,8.6262135,,
8/12/14,Place in Darmstadt,2014-08-12T12:36:59+02:00,2014-08-12T12:49:15+02:00,736,49.872322656,8.628248116,,
8/12/14,Place in Darmstadt,2014-08-12T13:02:07+02:00,2014-08-12T13:09:22+02:00,435,49.8790864404,8.6691945542,,
8/12/14,Place in Darmstadt,2014-08-12T13:15:23+02:00,2014-08-12T13:52:33+02:00,2230,49.8819681239,8.6703339401,,
8/12/14,Place in Maschinenhaus,2014-08-12T14:10:18+02:00,2014-08-12T15:42:24+02:00,5526,49.8770449952,8.657750091,,
8/12/14,Place in Darmstadt,2014-08-12T15:51:30+02:00,2014-08-12T15:55:11+02:00,221,49.8775237139,8.6614601496,,
8/12/14,Place in Darmstadt,2014-08-12T16:01:25+02:00,2014-08-12T21:15:11+02:00,18826,49.8819681239,8.6703339401,,
8/12/14,Place in Studentenwohnheim Karlshof,2014-08-12T21:20:20+02:00,2014-08-12T22:13:56+02:00,3216,49.8826852249,8.6688546976,,
8/12/14,Place in Darmstadt,2014-08-12T22:16:33+02:00,2014-08-13T00:00:00+02:00,6207,49.8819681239,8.6703339401,,
