Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
7/1/14,Place in Darmstadt,2014-07-01T00:00:00+02:00,2014-07-01T08:43:19+02:00,31399,49.8819681239,8.6703339401,,
7/1/14,Place in TU Darmstadt / S2,2014-07-01T08:50:15+02:00,2014-07-01T13:06:59+02:00,15404,49.877662904,8.654577692,,
7/1/14,Place in TU Darmstadt / S2,2014-07-01T13:13:02+02:00,2014-07-01T15:15:09+02:00,7327,49.877662904,8.654577692,,
7/1/14,Place in TU Darmstadt / S2,2014-07-01T15:19:05+02:00,2014-07-01T15:28:10+02:00,545,49.877662904,8.654577692,,
7/1/14,Place in Europaplatz,2014-07-01T15:46:21+02:00,2014-07-01T15:50:21+02:00,240,49.8725029818,8.6276204882,,
7/1/14,Place in Darmstadt,2014-07-01T16:26:42+02:00,2014-07-01T16:59:42+02:00,1980,49.8707887592,8.6250159454,,
7/1/14,Place in Darmstadt,2014-07-01T17:10:40+02:00,2014-07-01T17:15:54+02:00,314,49.8722318034,8.6316007022,,
7/1/14,Place in TU Darmstadt / S2,2014-07-01T17:35:46+02:00,2014-07-01T18:33:42+02:00,3476,49.877662904,8.654577692,,
7/1/14,Place in Darmstadt,2014-07-01T18:55:35+02:00,2014-07-01T22:41:47+02:00,13572,49.8819681239,8.6703339401,,
7/1/14,Place in Darmstadt,2014-07-01T22:45:17+02:00,2014-07-01T23:26:05+02:00,2448,49.8829100725,8.6682008619,,
7/1/14,Place in Darmstadt,2014-07-01T23:28:43+02:00,2014-07-02T00:00:00+02:00,1877,49.8819681239,8.6703339401,,
