Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
7/4/14,Place in Darmstadt,2014-07-04T00:00:00+02:00,2014-07-04T09:42:00+02:00,34920,49.8819681239,8.6703339401,,
7/4/14,Place in Darmstadt,2014-07-04T09:46:40+02:00,2014-07-04T09:51:20+02:00,280,49.8822491921,8.6660203318,,
7/4/14,Place in Luisenplatz,2014-07-04T10:03:50+02:00,2014-07-04T10:20:50+02:00,1020,49.8724823523,8.6505548743,,
7/4/14,Place in Darmstadt,2014-07-04T10:27:45+02:00,2014-07-04T10:35:50+02:00,485,49.8705208177,8.6507964562,,
7/4/14,Place in Darmstadt,2014-07-04T10:43:48+02:00,2014-07-04T10:51:48+02:00,480,49.8708322551,8.6537079152,,
7/4/14,Place in Darmstadt,2014-07-04T10:59:08+02:00,2014-07-04T11:12:54+02:00,826,49.8728270312,8.6551163231,,
7/4/14,Place in Darmstadt,2014-07-04T11:24:40+02:00,2014-07-04T12:51:02+02:00,5182,49.8829100725,8.6682008619,,
7/4/14,Place in Darmstadt,2014-07-04T12:53:43+02:00,2014-07-04T17:54:26+02:00,18043,49.8821677347,8.6695544869,,
7/4/14,Place in Darmstadt,2014-07-04T17:58:32+02:00,2014-07-04T21:08:04+02:00,11372,49.8829100725,8.6682008619,,
7/4/14,Place in Luisenplatz,2014-07-04T21:49:20+02:00,2014-07-04T21:53:04+02:00,224,49.8727024501,8.6509480091,,
7/4/14,Place in Friedensplatz,2014-07-04T21:59:35+02:00,2014-07-04T22:05:49+02:00,374,49.8732497892,8.6536668045,,
7/4/14,Place in Friedensplatz,2014-07-04T22:10:21+02:00,2014-07-04T22:40:19+02:00,1798,49.8745041556,8.6536233016,,
7/4/14,Place in Darmstadt,2014-07-04T23:06:47+02:00,2014-07-04T23:56:40+02:00,2993,49.8829100725,8.6682008619,,
