Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
8/6/14,Place in Darmstadt,2014-08-06T00:00:00+02:00,2014-08-06T00:28:57+02:00,1737,49.8829100725,8.6682008619,,
8/6/14,Place in Darmstadt,2014-08-06T00:32:34+02:00,2014-08-06T08:44:07+02:00,29493,49.8819681239,8.6703339401,,
8/6/14,Place in Darmstadt,2014-08-06T09:15:56+02:00,2014-08-06T13:18:56+02:00,14580,49.8720850017,8.6269918539,,
8/6/14,Place in Darmstadt,2014-08-06T13:27:12+02:00,2014-08-06T13:40:18+02:00,786,49.8719356507,8.63179079,,
8/6/14,Place in Darmstadt,2014-08-06T13:57:52+02:00,2014-08-06T13:58:02+02:00,10,49.8817018528,8.6655950796,,
8/6/14,Place in Darmstadt,2014-08-06T14:11:02+02:00,2014-08-07T00:00:00+02:00,35338,49.8819681239,8.6703339401,,
