Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
6/28/14,Place in Darmstadt,2014-06-28T00:00:00+02:00,2014-06-28T09:12:41+02:00,33161,49.8821677347,8.6695544869,,
6/28/14,Place in Darmstadt,2014-06-28T09:34:16+02:00,2014-06-28T09:37:54+02:00,218,49.8671870516,8.6601518926,,
6/28/14,Place in Darmstadt,2014-06-28T09:40:56+02:00,2014-06-28T09:44:23+02:00,207,49.8687438908,8.6696436692,,
6/28/14,Place in Darmstadt,2014-06-28T09:54:24+02:00,2014-06-28T11:03:46+02:00,4162,49.8819681239,8.6703339401,,
6/28/14,Place in Darmstadt,2014-06-28T11:18:06+02:00,2014-06-28T11:28:07+02:00,601,49.8800201458,8.664212557,,
6/28/14,Place in Darmstadt,2014-06-28T11:44:19+02:00,2014-06-28T12:29:49+02:00,2730,49.8819681239,8.6703339401,,
6/28/14,Place in Darmstadt,2014-06-28T12:33:10+02:00,2014-06-28T16:47:23+02:00,15253,49.8829100725,8.6682008619,,
6/28/14,Place in Darmstadt,2014-06-28T16:51:34+02:00,2014-06-28T17:05:54+02:00,860,49.8819681239,8.6703339401,,
6/28/14,Place in Darmstadt,2014-06-28T17:19:58+02:00,2014-06-28T18:02:54+02:00,2576,49.8829100725,8.6682008619,,
6/28/14,Place in Darmstadt,2014-06-28T18:52:33+02:00,2014-06-29T00:00:00+02:00,18447,49.8819681239,8.6703339401,,
