Date,Type,Name,Start,End,Duration
6/26/14,place,Place in Darmstadt,2014-06-26T00:09:31+02:00,2014-06-26T10:23:19+02:00,36828
6/26/14,move,walking,2014-06-26T10:23:19+02:00,2014-06-26T10:30:58+02:00,459
6/26/14,place,Place in Darmstadt,2014-06-26T10:30:58+02:00,2014-06-27T00:00:00+02:00,48542
6/27/14,place,Place in Darmstadt,2014-06-27T00:00:00+02:00,2014-06-27T01:54:17+02:00,6857
6/27/14,place,Place in TU Darmstadt / S2,2014-06-27T10:19:35+02:00,2014-06-27T13:17:23+02:00,10668
6/27/14,move,walking,2014-06-27T13:17:23+02:00,2014-06-27T13:27:18+02:00,595
6/27/14,move,transport,2014-06-27T13:27:18+02:00,2014-06-27T13:32:22+02:00,304
6/27/14,move,walking,2014-06-27T13:32:22+02:00,2014-06-27T13:38:30+02:00,368
6/27/14,place,Place in Darmstadt,2014-06-27T13:38:30+02:00,2014-06-27T16:30:40+02:00,10330
6/27/14,move,walking,2014-06-27T16:30:40+02:00,2014-06-27T16:37:41+02:00,421
6/27/14,place,Volleyball field of Karlshof,2014-06-27T16:37:41+02:00,2014-06-27T16:40:23+02:00,162
6/27/14,move,walking,2014-06-27T16:40:23+02:00,2014-06-27T16:49:50+02:00,567
6/27/14,place,Place in TU Darmstadt / S2,2014-06-27T16:49:49+02:00,2014-06-27T17:57:10+02:00,4041
6/27/14,move,walking,2014-06-27T17:57:10+02:00,2014-06-27T18:05:15+02:00,485
6/27/14,place,Place in TU Darmstadt / S1,2014-06-27T18:05:15+02:00,2014-06-27T20:48:05+02:00,9770
6/27/14,move,walking,2014-06-27T20:48:05+02:00,2014-06-27T20:54:45+02:00,400
6/27/14,place,Place in Darmstadt,2014-06-27T20:54:45+02:00,2014-06-27T21:03:25+02:00,520
6/27/14,move,transport,2014-06-27T21:03:25+02:00,2014-06-27T21:06:07+02:00,162
6/27/14,move,walking,2014-06-27T21:06:07+02:00,2014-06-27T21:08:40+02:00,153
6/27/14,place,Place in Darmstadt,2014-06-27T21:12:15+02:00,2014-06-28T00:00:00+02:00,10065
6/28/14,place,Place in Darmstadt,2014-06-28T00:00:00+02:00,2014-06-28T09:12:41+02:00,33161
6/28/14,move,cycling,2014-06-28T09:12:41+02:00,2014-06-28T09:30:31+02:00,1070
6/28/14,move,transport,2014-06-28T09:30:32+02:00,2014-06-28T09:34:16+02:00,224
6/28/14,place,Place in Darmstadt,2014-06-28T09:34:16+02:00,2014-06-28T09:37:54+02:00,218
6/28/14,move,cycling,2014-06-28T09:37:54+02:00,2014-06-28T09:40:56+02:00,182
6/28/14,place,Place in Darmstadt,2014-06-28T09:40:56+02:00,2014-06-28T09:44:23+02:00,207
6/28/14,move,cycling,2014-06-28T09:44:23+02:00,2014-06-28T09:54:24+02:00,601
6/28/14,place,Place in Darmstadt,2014-06-28T09:54:24+02:00,2014-06-28T11:03:46+02:00,4162
6/28/14,move,walking,2014-06-28T11:03:46+02:00,2014-06-28T11:18:06+02:00,860
6/28/14,place,Place in Darmstadt,2014-06-28T11:18:06+02:00,2014-06-28T11:28:07+02:00,601
6/28/14,move,walking,2014-06-28T11:28:07+02:00,2014-06-28T11:44:19+02:00,972
6/28/14,place,Place in Darmstadt,2014-06-28T11:44:19+02:00,2014-06-28T12:29:49+02:00,2730
6/28/14,move,walking,2014-06-28T12:29:49+02:00,2014-06-28T12:33:09+02:00,200
6/28/14,place,Place in Darmstadt,2014-06-28T12:33:10+02:00,2014-06-28T16:47:23+02:00,15253
6/28/14,move,walking,2014-06-28T16:47:23+02:00,2014-06-28T16:51:34+02:00,251
6/28/14,place,Place in Darmstadt,2014-06-28T16:51:34+02:00,2014-06-28T17:05:54+02:00,860
6/28/14,move,walking,2014-06-28T17:05:54+02:00,2014-06-28T17:19:57+02:00,843
6/28/14,place,Place in Darmstadt,2014-06-28T17:19:58+02:00,2014-06-28T18:02:54+02:00,2576
6/28/14,move,cycling,2014-06-28T18:02:54+02:00,2014-06-28T18:52:33+02:00,2979
6/28/14,place,Place in Darmstadt,2014-06-28T18:52:33+02:00,2014-06-29T00:00:00+02:00,18447
6/29/14,place,Place in Darmstadt,2014-06-29T00:00:00+02:00,2014-06-29T13:51:27+02:00,49887
6/29/14,move,walking,2014-06-29T13:51:27+02:00,2014-06-29T13:54:04+02:00,157
6/29/14,place,Place in Darmstadt,2014-06-29T13:54:04+02:00,2014-06-29T20:33:14+02:00,23950
6/29/14,move,walking,2014-06-29T20:33:14+02:00,2014-06-29T20:37:16+02:00,242
6/29/14,place,Place in Darmstadt,2014-06-29T20:37:16+02:00,2014-06-30T00:00:00+02:00,12164
