Date,Type,Name,Start,End,Duration
7/28/14,place,Place in Darmstadt,2014-07-28T00:00:00+02:00,2014-07-28T09:01:34+02:00,32494
7/28/14,move,walking,2014-07-28T09:01:34+02:00,2014-07-28T09:07:09+02:00,335
7/28/14,move,transport,2014-07-28T09:07:09+02:00,2014-07-28T09:14:25+02:00,436
7/28/14,move,walking,2014-07-28T09:14:25+02:00,2014-07-28T09:18:25+02:00,240
7/28/14,place,Place in TU Darmstadt / S2,2014-07-28T09:18:25+02:00,2014-07-28T17:56:45+02:00,31100
7/28/14,move,walking,2014-07-28T17:56:45+02:00,2014-07-28T18:09:27+02:00,762
7/28/14,place,Place in Darmstadt,2014-07-28T18:09:26+02:00,2014-07-28T18:20:19+02:00,653
7/28/14,move,transport,2014-07-28T18:20:19+02:00,2014-07-28T18:22:44+02:00,145
7/28/14,move,walking,2014-07-28T18:22:45+02:00,2014-07-28T18:28:49+02:00,364
7/28/14,place,Place in Darmstadt,2014-07-28T18:28:49+02:00,2014-07-29T00:00:00+02:00,19871
7/29/14,place,Place in Darmstadt,2014-07-29T00:00:00+02:00,2014-07-29T08:20:59+02:00,30059
7/29/14,move,walking,2014-07-29T08:20:59+02:00,2014-07-29T08:40:30+02:00,1171
7/29/14,place,Place in Maschinenhaus,2014-07-29T08:40:30+02:00,2014-07-29T12:04:46+02:00,12256
7/29/14,move,walking,2014-07-29T12:04:46+02:00,2014-07-29T12:18:16+02:00,810
7/29/14,place,Place in Alice-Hospital,2014-07-29T12:18:16+02:00,2014-07-29T12:57:29+02:00,2353
7/29/14,move,walking,2014-07-29T12:57:29+02:00,2014-07-29T13:11:37+02:00,848
7/29/14,place,Place in Darmstadt,2014-07-29T13:11:37+02:00,2014-07-29T20:15:55+02:00,25458
7/29/14,move,cycling,2014-07-29T20:15:55+02:00,2014-07-29T20:19:28+02:00,213
7/29/14,place,Place in Darmstadt,2014-07-29T20:19:28+02:00,2014-07-29T20:35:49+02:00,981
7/29/14,move,cycling,2014-07-29T20:35:49+02:00,2014-07-29T20:40:03+02:00,254
7/29/14,place,Place in Darmstadt,2014-07-29T20:40:04+02:00,2014-07-29T21:27:16+02:00,2832
7/29/14,move,walking,2014-07-29T21:27:16+02:00,2014-07-29T21:32:07+02:00,291
7/29/14,place,Place in Darmstadt,2014-07-29T21:32:07+02:00,2014-07-30T00:00:00+02:00,8873
7/30/14,place,Place in Darmstadt,2014-07-30T00:00:00+02:00,2014-07-30T00:00:17+02:00,17
7/30/14,place,Place in Darmstadt,2014-07-30T00:00:17+02:00,2014-07-30T09:32:14+02:00,34317
7/30/14,move,walking,2014-07-30T09:32:14+02:00,2014-07-30T09:36:40+02:00,266
