Date,Type,Name,Start,End,Duration
9/1/14,place,Volleyball field of Karlshof,2014-09-01T00:00:00+02:00,2014-09-01T16:58:40+02:00,61120
9/1/14,move,transport,2014-09-01T16:58:40+02:00,2014-09-01T17:00:29+02:00,109
9/1/14,move,cycling,2014-09-01T17:00:29+02:00,2014-09-01T17:03:21+02:00,172
9/1/14,place,Place in Maschinenhaus,2014-09-01T17:03:20+02:00,2014-09-01T17:36:52+02:00,2012
9/1/14,move,walking,2014-09-01T17:36:52+02:00,2014-09-01T17:53:44+02:00,1012
9/1/14,place,Volleyball field of Karlshof,2014-09-01T17:53:44+02:00,2014-09-01T17:55:54+02:00,130
9/1/14,move,walking,2014-09-01T17:55:54+02:00,2014-09-01T17:58:03+02:00,129
9/1/14,place,Home,2014-09-01T17:58:03+02:00,2014-09-01T18:50:23+02:00,3140
9/1/14,move,transport,2014-09-01T18:50:23+02:00,2014-09-01T18:53:21+02:00,178
9/1/14,place,Place in Fohlenhof,2014-09-01T18:53:48+02:00,2014-09-01T20:00:49+02:00,4021
9/1/14,move,cycling,2014-09-01T20:00:49+02:00,2014-09-01T20:06:24+02:00,335
9/1/14,place,Home,2014-09-01T20:06:24+02:00,2014-09-01T21:13:21+02:00,4017
9/1/14,move,walking,2014-09-01T21:13:21+02:00,2014-09-01T21:16:37+02:00,196
9/1/14,place,Place in Studentenwohnheim Karlshof,2014-09-01T21:16:37+02:00,2014-09-02T00:00:00+02:00,9803
9/2/14,place,Place in Studentenwohnheim Karlshof,2014-09-02T00:00:00+02:00,2014-09-02T01:02:29+02:00,3749
9/2/14,move,walking,2014-09-02T01:02:29+02:00,2014-09-02T01:06:02+02:00,213
9/2/14,place,Home,2014-09-02T01:06:03+02:00,2014-09-02T08:42:57+02:00,27414
9/2/14,move,walking,2014-09-02T08:42:57+02:00,2014-09-02T08:48:29+02:00,332
9/2/14,move,transport,2014-09-02T08:48:29+02:00,2014-09-02T09:06:27+02:00,1078
9/2/14,move,walking,2014-09-02T09:06:27+02:00,2014-09-02T09:14:55+02:00,508
9/2/14,place,Consetto,2014-09-02T09:14:55+02:00,2014-09-02T13:15:29+02:00,14434
9/2/14,move,walking,2014-09-02T13:15:29+02:00,2014-09-02T13:23:12+02:00,463
9/2/14,place,Place in Darmstadt,2014-09-02T13:23:11+02:00,2014-09-02T13:27:56+02:00,285
9/2/14,move,transport,2014-09-02T13:27:56+02:00,2014-09-02T13:46:02+02:00,1086
9/2/14,move,walking,2014-09-02T13:46:02+02:00,2014-09-02T13:50:48+02:00,286
9/2/14,place,Home,2014-09-02T13:50:48+02:00,2014-09-02T21:01:28+02:00,25840
9/2/14,move,transport,2014-09-02T21:01:28+02:00,2014-09-02T21:03:17+02:00,109
9/2/14,place,Place in Darmstadt,2014-09-02T21:03:17+02:00,2014-09-02T21:15:14+02:00,717
9/2/14,move,cycling,2014-09-02T21:15:14+02:00,2014-09-02T21:18:57+02:00,223
9/2/14,place,Place in Darmstadt,2014-09-02T21:18:57+02:00,2014-09-02T21:28:15+02:00,558
9/2/14,move,walking,2014-09-02T21:28:15+02:00,2014-09-02T21:30:56+02:00,161
9/2/14,place,Home,2014-09-02T21:30:56+02:00,2014-09-03T00:00:00+02:00,8944
9/3/14,place,Home,2014-09-03T00:00:00+02:00,2014-09-03T08:09:54+02:00,29394
9/3/14,move,cycling,2014-09-03T08:09:54+02:00,2014-09-03T08:20:12+02:00,618
9/3/14,place,Place in Darmstadt,2014-09-03T08:20:12+02:00,2014-09-03T08:55:19+02:00,2107
9/3/14,move,cycling,2014-09-03T08:55:19+02:00,2014-09-03T09:02:52+02:00,453
9/3/14,place,Consetto,2014-09-03T09:02:51+02:00,2014-09-03T13:09:33+02:00,14802
9/3/14,move,cycling,2014-09-03T13:09:33+02:00,2014-09-03T13:17:36+02:00,483
9/3/14,place,Place in Darmstadt,2014-09-03T13:17:36+02:00,2014-09-03T14:01:56+02:00,2660
9/3/14,move,cycling,2014-09-03T14:01:56+02:00,2014-09-03T14:06:16+02:00,260
9/3/14,place,Place in Darmstadt,2014-09-03T14:06:16+02:00,2014-09-03T14:16:29+02:00,613
9/3/14,move,cycling,2014-09-03T14:16:29+02:00,2014-09-03T14:25:50+02:00,561
9/3/14,place,Home,2014-09-03T14:25:50+02:00,2014-09-03T20:38:11+02:00,22341
9/3/14,move,walking,2014-09-03T20:38:11+02:00,2014-09-03T20:42:20+02:00,249
9/3/14,place,Place in Studentenwohnheim Karlshof,2014-09-03T20:42:20+02:00,2014-09-03T23:59:22+02:00,11822
9/3/14,move,walking,2014-09-03T23:59:22+02:00,2014-09-04T00:00:00+02:00,38
9/4/14,move,walking,2014-09-04T00:00:00+02:00,2014-09-04T00:03:20+02:00,200
9/4/14,place,Home,2014-09-04T00:03:20+02:00,2014-09-04T12:35:15+02:00,45115
9/4/14,move,transport,2014-09-04T12:35:15+02:00,2014-09-04T12:37:13+02:00,118
9/4/14,move,cycling,2014-09-04T12:37:13+02:00,2014-09-04T12:39:44+02:00,151
9/4/14,move,walking,2014-09-04T12:39:43+02:00,2014-09-04T12:52:47+02:00,784
9/4/14,place,Place in Maschinenhaus,2014-09-04T12:52:47+02:00,2014-09-04T13:52:04+02:00,3557
9/4/14,move,walking,2014-09-04T13:52:04+02:00,2014-09-04T14:14:59+02:00,1375
9/4/14,place,Home,2014-09-04T14:14:59+02:00,2014-09-04T22:16:17+02:00,28878
9/4/14,place,Home,2014-09-04T22:26:36+02:00,2014-09-05T00:00:00+02:00,5604
9/5/14,place,Home,2014-09-05T00:00:00+02:00,2014-09-05T08:46:56+02:00,31616
9/5/14,move,walking,2014-09-05T08:46:56+02:00,2014-09-05T08:51:32+02:00,276
9/5/14,move,transport,2014-09-05T08:51:32+02:00,2014-09-05T08:58:11+02:00,399
9/5/14,move,walking,2014-09-05T08:58:11+02:00,2014-09-05T09:02:50+02:00,279
9/5/14,place,KOM Lab,2014-09-05T09:02:50+02:00,2014-09-05T10:22:06+02:00,4756
