Date,Type,Name,Start,End,Duration
10/1/14,place,Place in Studentenwohnheim Karlshof,2014-10-01T00:00:00+02:00,2014-10-02T00:00:00+02:00,86400
10/2/14,place,Place in Studentenwohnheim Karlshof,2014-10-02T00:00:00+02:00,2014-10-02T12:52:49+02:00,46369
10/2/14,move,transport,2014-10-02T12:52:49+02:00,2014-10-02T12:54:58+02:00,129
10/2/14,place,Place in Darmstadt,2014-10-02T12:54:58+02:00,2014-10-02T13:06:43+02:00,705
10/2/14,move,cycling,2014-10-02T13:06:43+02:00,2014-10-02T13:09:34+02:00,171
10/2/14,place,Home,2014-10-02T13:09:34+02:00,2014-10-03T00:00:00+02:00,39026
10/3/14,place,Home,2014-10-03T00:00:00+02:00,2014-10-03T10:20:10+02:00,37210
10/3/14,place,Home,2014-10-03T14:40:16+02:00,2014-10-04T00:00:00+02:00,33584
10/4/14,place,Home,2014-10-04T00:00:00+02:00,2014-10-05T00:00:00+02:00,86400
10/5/14,place,Home,2014-10-05T00:00:00+02:00,2014-10-05T04:11:21+02:00,15081
10/5/14,place,Home,2014-10-05T10:03:26+02:00,2014-10-06T00:00:00+02:00,50194
10/6/14,place,Home,2014-10-06T00:00:00+02:00,2014-10-06T11:13:47+02:00,40427
10/6/14,move,walking,2014-10-06T11:13:47+02:00,2014-10-06T11:18:27+02:00,280
10/6/14,move,transport,2014-10-06T11:18:27+02:00,2014-10-06T11:27:07+02:00,520
10/6/14,move,walking,2014-10-06T11:27:07+02:00,2014-10-06T11:32:15+02:00,308
10/6/14,place,KOM Lab,2014-10-06T11:32:15+02:00,2014-10-06T12:41:54+02:00,4179
10/6/14,move,walking,2014-10-06T12:41:54+02:00,2014-10-06T12:47:59+02:00,365
10/6/14,place,Place in Darmstadt,2014-10-06T12:47:58+02:00,2014-10-06T13:07:10+02:00,1152
10/6/14,move,walking,2014-10-06T13:07:10+02:00,2014-10-06T13:13:09+02:00,359
10/6/14,place,Home,2014-10-06T13:13:09+02:00,2014-10-07T00:00:00+02:00,38811
10/7/14,place,Home,2014-10-07T00:00:00+02:00,2014-10-07T11:58:02+02:00,43082
10/7/14,move,walking,2014-10-07T11:58:02+02:00,2014-10-07T12:03:40+02:00,338
10/7/14,place,H Karlshof,2014-10-07T12:03:40+02:00,2014-10-07T12:09:20+02:00,340
10/7/14,move,transport,2014-10-07T12:09:20+02:00,2014-10-07T12:16:21+02:00,421
10/7/14,move,walking,2014-10-07T12:16:21+02:00,2014-10-07T12:22:37+02:00,376
10/7/14,place,Place in Darmstadt,2014-10-07T12:22:38+02:00,2014-10-07T13:37:34+02:00,4496
