Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
7/28/14,Place in Darmstadt,2014-07-28T00:00:00+02:00,2014-07-28T09:01:34+02:00,32494,49.8819681239,8.6703339401,,
7/28/14,Place in TU Darmstadt / S2,2014-07-28T09:18:25+02:00,2014-07-28T17:56:45+02:00,31100,49.877662904,8.654577692,,
7/28/14,Place in Darmstadt,2014-07-28T18:09:26+02:00,2014-07-28T18:20:19+02:00,653,49.87574567,8.6603071569,,
7/28/14,Place in Darmstadt,2014-07-28T18:28:49+02:00,2014-07-29T00:00:00+02:00,19871,49.8829100725,8.6682008619,,
7/29/14,Place in Darmstadt,2014-07-29T00:00:00+02:00,2014-07-29T08:20:59+02:00,30059,49.8829100725,8.6682008619,,
7/29/14,Place in Maschinenhaus,2014-07-29T08:40:30+02:00,2014-07-29T12:04:46+02:00,12256,49.8770449952,8.657750091,,
7/29/14,Place in Alice-Hospital,2014-07-29T12:18:16+02:00,2014-07-29T12:57:29+02:00,2353,49.8776012441,8.6655473287,,
7/29/14,Place in Darmstadt,2014-07-29T13:11:37+02:00,2014-07-29T20:15:55+02:00,25458,49.8829100725,8.6682008619,,
7/29/14,Place in Darmstadt,2014-07-29T20:19:28+02:00,2014-07-29T20:35:49+02:00,981,49.8838615113,8.6768471126,,
7/29/14,Place in Darmstadt,2014-07-29T20:40:04+02:00,2014-07-29T21:27:16+02:00,2832,49.8819681239,8.6703339401,,
7/29/14,Place in Darmstadt,2014-07-29T21:32:07+02:00,2014-07-30T00:00:00+02:00,8873,49.8829100725,8.6682008619,,
7/30/14,Place in Darmstadt,2014-07-30T00:00:00+02:00,2014-07-30T00:00:17+02:00,17,49.8829100725,8.6682008619,,
7/30/14,Place in Darmstadt,2014-07-30T00:00:17+02:00,2014-07-30T09:32:14+02:00,34317,49.8819681239,8.6703339401,,
7/30/14,Place in Maschinenhaus,2014-07-30T09:53:06+02:00,2014-07-30T11:20:57+02:00,5271,49.8770449952,8.657750091,,
7/30/14,Place in Maschinenhaus,2014-07-30T11:25:09+02:00,2014-07-30T11:32:40+02:00,451,49.8770449952,8.657750091,,
7/30/14,Place in Maschinenhaus,2014-07-30T11:34:50+02:00,2014-07-30T11:59:41+02:00,1491,49.8770449952,8.657750091,,
7/30/14,Place in Luisenplatz,2014-07-30T12:10:10+02:00,2014-07-30T12:25:05+02:00,895,49.8730215893,8.6512874552,,
7/30/14,Place in Darmstadt,2014-07-30T12:36:44+02:00,2014-07-30T13:07:27+02:00,1843,49.8823617392,8.6428632917,,
7/30/14,Place in Darmstadt,2014-07-30T13:28:49+02:00,2014-07-30T20:08:38+02:00,23989,49.8819681239,8.6703339401,,
7/30/14,Place in Darmstadt,2014-07-30T20:36:37+02:00,2014-07-31T00:00:00+02:00,12203,49.8819681239,8.6703339401,,
7/31/14,Place in Darmstadt,2014-07-31T00:00:00+02:00,2014-07-31T09:04:05+02:00,32645,49.8819681239,8.6703339401,,
7/31/14,Place in Maschinenhaus,2014-07-31T09:22:32+02:00,2014-07-31T10:47:57+02:00,5125,49.8770449952,8.657750091,,
7/31/14,Place in TU Darmstadt,2014-07-31T10:50:41+02:00,2014-07-31T11:05:34+02:00,893,49.8734474315,8.6604081896,,
7/31/14,Place in Maschinenhaus,2014-07-31T11:17:16+02:00,2014-07-31T12:38:13+02:00,4857,49.8770449952,8.657750091,,
7/31/14,Place in Maschinenhaus,2014-07-31T12:46:10+02:00,2014-07-31T13:24:33+02:00,2303,49.8770449952,8.657750091,,
7/31/14,Place in Maschinenhaus,2014-07-31T13:28:48+02:00,2014-07-31T13:58:17+02:00,1769,49.8770449952,8.657750091,,
7/31/14,Place in Darmstadt,2014-07-31T14:04:44+02:00,2014-07-31T14:11:44+02:00,420,49.8776388647,8.6576909746,,
7/31/14,Place in Darmstadt,2014-07-31T14:26:39+02:00,2014-07-31T18:44:18+02:00,15459,49.8819681239,8.6703339401,,
7/31/14,Place in Darmstadt,2014-07-31T18:47:58+02:00,2014-07-31T19:28:45+02:00,2447,49.8829100725,8.6682008619,,
7/31/14,Place in Darmstadt,2014-07-31T19:31:25+02:00,2014-07-31T21:45:21+02:00,8036,49.8819681239,8.6703339401,,
7/31/14,Place in Darmstadt,2014-07-31T21:50:32+02:00,2014-07-31T22:51:44+02:00,3672,49.8829100725,8.6682008619,,
7/31/14,Place in Darmstadt,2014-07-31T22:55:53+02:00,2014-08-01T00:00:00+02:00,3847,49.8819681239,8.6703339401,,
8/1/14,Place in Darmstadt,2014-08-01T00:00:00+02:00,2014-08-01T08:30:04+02:00,30604,49.8819681239,8.6703339401,,
8/1/14,Place in Darmstadt,2014-08-01T08:35:19+02:00,2014-08-01T08:39:29+02:00,250,49.8822491921,8.6660203318,,
8/1/14,Place in Darmstadt,2014-08-01T09:06:48+02:00,2014-08-01T13:24:48+02:00,15480,49.8711145037,8.6266934201,,
8/1/14,Place in Darmstadt,2014-08-01T13:35:33+02:00,2014-08-01T13:40:05+02:00,272,49.8722318034,8.6316007022,,
8/1/14,Place in Darmstadt,2014-08-01T14:03:31+02:00,2014-08-02T00:00:00+02:00,35789,49.8829100725,8.6682008619,,
8/2/14,Place in Darmstadt,2014-08-02T00:00:00+02:00,2014-08-02T13:13:59+02:00,47639,49.8829100725,8.6682008619,,
8/2/14,Place in Darmstadt,2014-08-02T13:20:35+02:00,2014-08-02T13:31:56+02:00,681,49.8853907879,8.6710590028,,
8/2/14,Place in Darmstadt,2014-08-02T13:40:10+02:00,2014-08-02T18:25:41+02:00,17131,49.8819681239,8.6703339401,,
8/2/14,Place in Darmstadt,2014-08-02T18:55:54+02:00,2014-08-02T21:39:25+02:00,9811,49.8575996593,8.6471039481,,
8/2/14,Place in Darmstadt,2014-08-02T22:29:55+02:00,2014-08-03T00:00:00+02:00,5405,49.8821677347,8.6695544869,,
8/3/14,Place in Darmstadt,2014-08-03T00:00:00+02:00,2014-08-03T10:02:03+02:00,36123,49.8821677347,8.6695544869,,
8/3/14,Place in Darmstadt,2014-08-03T10:23:29+02:00,2014-08-03T10:34:49+02:00,680,49.8713012242,8.6320447878,,
8/3/14,Place in Darmstadt Hbf,2014-08-03T10:39:42+02:00,2014-08-03T11:14:11+02:00,2069,49.8727710369,8.630890125,,
8/3/14,Place in Darmstadt Hbf,2014-08-03T11:16:46+02:00,2014-08-03T11:27:35+02:00,649,49.8726248452,8.6290326952,,
8/3/14,Place in Rüdesheim am Rhein,2014-08-03T13:11:40+02:00,2014-08-03T13:44:56+02:00,1996,49.9775075487,7.9188974098,,
