Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
8/27/14,Place in Darmstadt,2014-08-27T23:59:54+02:00,2014-08-28T00:00:00+02:00,6,49.8819681239,8.6703339401,,
8/28/14,Place in Darmstadt,2014-08-28T00:00:00+02:00,2014-08-28T08:43:57+02:00,31437,49.8819681239,8.6703339401,,
8/28/14,KOM Lab,2014-08-28T09:03:12+02:00,2014-08-28T10:06:08+02:00,3776,49.8742715717,8.6605648722,Work,
8/28/14,Consetto,2014-08-28T10:31:41+02:00,2014-08-28T13:30:42+02:00,10741,49.8712952279,8.6249912643,Work,
8/28/14,Place in TU Darmstadt,2014-08-28T13:56:00+02:00,2014-08-28T14:44:09+02:00,2889,49.8745376003,8.6604313156,,
8/28/14,Place in Darmstadt,2014-08-28T14:54:08+02:00,2014-08-28T18:31:42+02:00,13054,49.8819681239,8.6703339401,,
8/28/14,Place in Darmstadt,2014-08-28T18:53:46+02:00,2014-08-29T00:00:00+02:00,18374,49.8819681239,8.6703339401,,
8/29/14,Place in Darmstadt,2014-08-29T00:00:00+02:00,2014-08-29T00:03:37+02:00,217,49.8819681239,8.6703339401,,
8/29/14,Place in Studentenwohnheim Karlshof,2014-08-29T00:11:07+02:00,2014-08-29T00:13:56+02:00,169,49.8826852249,8.6688546976,,
8/29/14,Place in Darmstadt,2014-08-29T00:19:13+02:00,2014-08-29T10:31:24+02:00,36731,49.8819681239,8.6703339401,,
8/29/14,H Karlshof,2014-08-29T10:35:59+02:00,2014-08-29T10:50:49+02:00,890,49.882194,8.665967,,http://foursquare.com/venue/4d31931eb60937045413eddf
8/29/14,Place in Friedensplatz,2014-08-29T10:59:21+02:00,2014-08-29T12:05:19+02:00,3958,49.873520488,8.6540199876,,
8/29/14,Place in Darmstadt,2014-08-29T12:14:35+02:00,2014-08-30T00:00:00+02:00,42325,49.8819681239,8.6703339401,,
8/30/14,Place in Darmstadt,2014-08-30T00:00:00+02:00,2014-08-30T10:12:37+02:00,36757,49.8819681239,8.6703339401,,
8/30/14,Home,2014-08-30T10:24:03+02:00,2014-08-31T00:00:00+02:00,48957,49.8819996044,8.6702592175,Home,
8/31/14,Home,2014-08-31T00:00:00+02:00,2014-08-31T19:31:34+02:00,70294,49.8819996044,8.6702592175,Home,
8/31/14,Volleyball field of Karlshof,2014-08-31T20:08:11+02:00,2014-09-01T00:00:00+02:00,13909,49.8826210232,8.6675185755,,
