Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
7/7/14,Place in Darmstadt,2014-07-07T00:00:00+02:00,2014-07-07T09:22:28+02:00,33748,49.8819681239,8.6703339401,,
7/7/14,Place in Darmstadt,2014-07-07T09:28:41+02:00,2014-07-07T09:43:49+02:00,908,49.8822491921,8.6660203318,,
7/7/14,KOM Lab,2014-07-07T09:52:16+02:00,2014-07-07T09:55:35+02:00,199,49.8742715717,8.6605648722,Work,
7/7/14,Place in TU Darmstadt / S1,2014-07-07T10:05:22+02:00,2014-07-07T11:26:19+02:00,4857,49.876159775,8.6572254169,,
7/7/14,Place in TU Darmstadt,2014-07-07T11:37:38+02:00,2014-07-07T12:39:05+02:00,3687,49.8734474315,8.6604081896,,
7/7/14,Place in Darmstadt,2014-07-07T13:09:12+02:00,2014-07-07T22:33:17+02:00,33845,49.8819681239,8.6703339401,,
7/7/14,Place in Friedensplatz,2014-07-07T22:55:49+02:00,2014-07-07T23:13:27+02:00,1058,49.873520488,8.6540199876,,
7/7/14,Place in Darmstadt,2014-07-07T23:13:27+02:00,2014-07-07T23:31:54+02:00,1107,49.8728270312,8.6551163231,,
7/7/14,Place in Darmstadt,2014-07-07T23:43:08+02:00,2014-07-07T23:50:41+02:00,453,49.8727109741,8.6627832767,,
7/8/14,Place in Luisencenter,2014-07-08T00:07:31+02:00,2014-07-08T00:10:58+02:00,207,49.8722717808,8.6517133168,,
7/8/14,Place in Darmstadt,2014-07-08T00:35:21+02:00,2014-07-08T08:28:13+02:00,28372,49.8819681239,8.6703339401,,
7/8/14,Place in Darmstadt,2014-07-08T08:34:14+02:00,2014-07-08T08:40:18+02:00,364,49.8822491921,8.6660203318,,
7/8/14,Place in TU Darmstadt / S1,2014-07-08T08:49:58+02:00,2014-07-08T12:47:14+02:00,14236,49.876159775,8.6572254169,,
7/8/14,Place in Darmstadt,2014-07-08T13:04:20+02:00,2014-07-08T19:32:27+02:00,23287,49.8819681239,8.6703339401,,
7/8/14,Place in Darmstadt,2014-07-08T19:36:34+02:00,2014-07-08T19:41:11+02:00,277,49.8829100725,8.6682008619,,
7/8/14,Place in Darmstadt,2014-07-08T19:44:45+02:00,2014-07-08T22:01:19+02:00,8194,49.8819681239,8.6703339401,,
7/8/14,Place in Darmstadt,2014-07-08T22:06:05+02:00,2014-07-08T23:53:06+02:00,6421,49.8829100725,8.6682008619,,
7/8/14,Place in Darmstadt,2014-07-08T23:57:02+02:00,2014-07-09T00:00:00+02:00,178,49.8819681239,8.6703339401,,
7/9/14,Place in Darmstadt,2014-07-09T00:00:00+02:00,2014-07-09T09:27:55+02:00,34075,49.8819681239,8.6703339401,,
7/9/14,Place in Darmstadt,2014-07-09T09:35:10+02:00,2014-07-09T09:39:17+02:00,247,49.8822491921,8.6660203318,,
7/9/14,Place in TU Darmstadt / S2,2014-07-09T09:48:20+02:00,2014-07-09T11:21:14+02:00,5574,49.877662904,8.654577692,,
7/9/14,Place in Darmstadt,2014-07-09T11:32:11+02:00,2014-07-09T11:52:27+02:00,1216,49.8775237139,8.6614601496,,
7/9/14,Place in Darmstadt,2014-07-09T12:00:30+02:00,2014-07-09T14:03:48+02:00,7398,49.8819681239,8.6703339401,,
7/9/14,Place in Darmstadt,2014-07-09T14:08:33+02:00,2014-07-09T15:36:45+02:00,5292,49.8829100725,8.6682008619,,
7/9/14,Place in Darmstadt,2014-07-09T15:40:26+02:00,2014-07-09T21:45:43+02:00,21917,49.8819681239,8.6703339401,,
7/9/14,Place in Darmstadt,2014-07-09T21:49:46+02:00,2014-07-10T00:00:00+02:00,7814,49.8829100725,8.6682008619,,
7/10/14,Place in Darmstadt,2014-07-10T00:00:00+02:00,2014-07-10T00:46:20+02:00,2780,49.8829100725,8.6682008619,,
7/10/14,Place in Darmstadt,2014-07-10T00:49:56+02:00,2014-07-10T10:18:23+02:00,34107,49.8819681239,8.6703339401,,
7/10/14,Place in TU Darmstadt / S1,2014-07-10T10:33:19+02:00,2014-07-10T10:55:18+02:00,1319,49.876159775,8.6572254169,,
7/10/14,Place in Darmstadt,2014-07-10T11:10:03+02:00,2014-07-10T13:06:50+02:00,7007,49.8819681239,8.6703339401,,
7/10/14,Place in Dieburg,2014-07-10T14:04:19+02:00,2014-07-10T14:58:07+02:00,3228,49.8992193472,8.8359291458,,
7/10/14,Place in Studentenwohnheim Karlshof,2014-07-10T15:50:45+02:00,2014-07-10T15:56:03+02:00,318,49.8830302467,8.6688658768,,
7/10/14,Place in Darmstadt,2014-07-10T15:59:27+02:00,2014-07-11T00:00:00+02:00,28833,49.8819681239,8.6703339401,,
7/11/14,Place in Darmstadt,2014-07-11T00:00:00+02:00,2014-07-11T09:38:06+02:00,34686,49.8819681239,8.6703339401,,
7/11/14,Place in Darmstadt,2014-07-11T09:45:35+02:00,2014-07-11T09:54:27+02:00,532,49.8822491921,8.6660203318,,
7/11/14,Place in TU Darmstadt / S1,2014-07-11T10:05:34+02:00,2014-07-11T13:22:51+02:00,11837,49.8763206317,8.6568254738,,
7/11/14,Place in Darmstadt,2014-07-11T13:48:26+02:00,2014-07-11T13:58:50+02:00,624,49.8819681239,8.6703339401,,
7/11/14,Place in Darmstadt,2014-07-11T14:13:41+02:00,2014-07-11T15:53:45+02:00,6004,49.8790864404,8.6691945542,,
7/11/14,Place in Darmstadt,2014-07-11T16:06:22+02:00,2014-07-12T00:00:00+02:00,28418,49.8819681239,8.6703339401,,
7/12/14,Place in Darmstadt,2014-07-12T00:00:00+02:00,2014-07-12T09:31:35+02:00,34295,49.8819681239,8.6703339401,,
7/12/14,Place in TU Darmstadt / S1,2014-07-12T09:50:08+02:00,2014-07-12T12:51:47+02:00,10899,49.876159775,8.6572254169,,
7/12/14,Place in Herrngarten,2014-07-12T13:05:08+02:00,2014-07-12T13:28:06+02:00,1378,49.876326587,8.6526157155,,
7/12/14,Place in TU Darmstadt / S1,2014-07-12T13:38:53+02:00,2014-07-12T15:20:55+02:00,6122,49.876159775,8.6572254169,,
7/12/14,Place in Darmstadt,2014-07-12T15:43:16+02:00,2014-07-12T15:51:06+02:00,470,49.8829100725,8.6682008619,,
7/12/14,Place in Darmstadt,2014-07-12T15:53:51+02:00,2014-07-12T15:54:20+02:00,29,49.8819681239,8.6703339401,,
7/12/14,Place in Darmstadt,2014-07-12T16:24:29+02:00,2014-07-13T00:00:00+02:00,27331,49.8819681239,8.6703339401,,
7/13/14,Place in Darmstadt,2014-07-13T00:00:00+02:00,2014-07-13T20:30:49+02:00,73849,49.8819681239,8.6703339401,,
7/13/14,Place in Darmstadt,2014-07-13T20:34:13+02:00,2014-07-13T20:54:55+02:00,1242,49.8829100725,8.6682008619,,
7/13/14,Place in Darmstadt,2014-07-13T20:57:29+02:00,2014-07-13T21:43:29+02:00,2760,49.8819681239,8.6703339401,,
7/13/14,Place in Darmstadt,2014-07-13T22:03:25+02:00,2014-07-13T22:58:50+02:00,3325,49.8728270312,8.6551163231,,
