Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
11/1/14,walking,walking,2014-11-01T00:02:43+01:00,2014-11-01T00:02:48+01:00,5,0.003,6,0
11/1/14,walking,walking,2014-11-01T08:26:00+01:00,2014-11-01T08:26:03+01:00,3,0.002,4,0
11/1/14,walking,walking,2014-11-01T09:12:21+01:00,2014-11-01T09:21:31+01:00,550,0.662,883,0
11/1/14,walking,walking,2014-11-01T10:23:21+01:00,2014-11-01T10:23:23+01:00,2,0.002,3,0
11/1/14,walking,walking,2014-11-01T10:26:34+01:00,2014-11-01T10:29:45+01:00,191,0.324,270,0
11/1/14,walking,walking,2014-11-01T10:29:45+01:00,2014-11-01T10:31:20+01:00,95,0.059,118,0
11/1/14,walking,walking,2014-11-01T11:09:26+01:00,2014-11-01T11:09:45+01:00,19,0.013,25,0
11/1/14,walking,walking,2014-11-01T12:07:38+01:00,2014-11-01T12:08:08+01:00,30,0.020,40,0
11/1/14,walking,walking,2014-11-01T13:18:03+01:00,2014-11-01T13:20:35+01:00,152,0.132,176,0
11/1/14,walking,walking,2014-11-01T14:01:47+01:00,2014-11-01T14:02:52+01:00,65,0.039,77,0
11/1/14,walking,walking,2014-11-01T15:02:42+01:00,2014-11-01T15:04:06+01:00,84,0.047,94,0
11/1/14,walking,walking,2014-11-01T16:20:24+01:00,2014-11-01T16:23:55+01:00,211,0.235,313,0
11/1/14,walking,walking,2014-11-01T16:34:58+01:00,2014-11-01T16:36:23+01:00,85,0.069,138,0
11/1/14,walking,walking,2014-11-01T17:12:42+01:00,2014-11-01T17:12:56+01:00,14,0.009,18,0
11/1/14,walking,walking,2014-11-01T18:16:32+01:00,2014-11-01T18:16:33+01:00,1,0.001,1,0
11/1/14,walking,walking,2014-11-01T19:31:09+01:00,2014-11-01T19:31:11+01:00,2,0.001,2,0
11/1/14,walking,walking,2014-11-01T20:15:41+01:00,2014-11-01T20:15:56+01:00,15,0.011,22,0
11/1/14,walking,walking,2014-11-01T21:36:39+01:00,2014-11-01T21:40:39+01:00,240,0.302,403,0
11/1/14,walking,walking,2014-11-01T22:40:26+01:00,2014-11-01T22:43:10+01:00,164,0.203,270,0
11/2/14,walking,walking,2014-11-02T08:10:09+01:00,2014-11-02T08:12:27+01:00,138,0.138,184,0
11/2/14,walking,walking,2014-11-02T09:01:38+01:00,2014-11-02T09:03:01+01:00,83,0.056,111,0
11/2/14,walking,walking,2014-11-02T11:35:34+01:00,2014-11-02T11:36:34+01:00,60,0.030,61,0
11/2/14,walking,walking,2014-11-02T13:27:33+01:00,2014-11-02T13:29:46+01:00,133,0.157,209,0
11/2/14,walking,walking,2014-11-02T14:37:29+01:00,2014-11-02T14:37:59+01:00,30,0.015,30,0
11/2/14,walking,walking,2014-11-02T15:30:58+01:00,2014-11-02T15:32:01+01:00,63,0.037,75,0
