Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/26/14,walking,walking,2014-06-26T00:11:34+02:00,2014-06-26T00:11:45+02:00,11,0.008,15,0
6/26/14,walking,walking,2014-06-26T09:56:15+02:00,2014-06-26T09:56:17+02:00,2,0.001,2,0
6/26/14,walking,walking,2014-06-26T10:00:31+02:00,2014-06-26T10:01:10+02:00,39,0.023,47,0
6/26/14,walking,walking,2014-06-26T10:23:19+02:00,2014-06-26T10:30:58+02:00,459,0.344,688,0
6/26/14,walking,walking,2014-06-26T10:30:58+02:00,2014-06-26T10:31:38+02:00,40,0.020,40,0
6/26/14,walking,walking,2014-06-26T18:58:50+02:00,2014-06-26T18:58:52+02:00,2,0.001,2,0
6/27/14,walking,walking,2014-06-27T13:17:23+02:00,2014-06-27T13:27:18+02:00,595,0.502,1004,0
6/27/14,transport,transport,2014-06-27T13:27:18+02:00,2014-06-27T13:32:22+02:00,304,0.966,0,0
6/27/14,walking,walking,2014-06-27T13:32:22+02:00,2014-06-27T13:38:30+02:00,368,0.350,645,0
6/27/14,walking,walking,2014-06-27T13:38:30+02:00,2014-06-27T13:38:31+02:00,1,0.001,1,0
6/27/14,walking,walking,2014-06-27T14:34:29+02:00,2014-06-27T14:34:30+02:00,1,0.001,1,0
6/27/14,walking,walking,2014-06-27T16:30:33+02:00,2014-06-27T16:30:39+02:00,6,0.003,6,0
6/27/14,walking,walking,2014-06-27T16:30:40+02:00,2014-06-27T16:37:41+02:00,421,0.342,684,0
6/27/14,walking,walking,2014-06-27T16:39:21+02:00,2014-06-27T16:39:22+02:00,1,0.001,1,0
6/27/14,walking,walking,2014-06-27T16:40:23+02:00,2014-06-27T16:49:50+02:00,567,1.173,977,0
6/27/14,walking,walking,2014-06-27T16:49:49+02:00,2014-06-27T16:50:03+02:00,14,0.010,21,0
6/27/14,walking,walking,2014-06-27T17:57:10+02:00,2014-06-27T18:05:15+02:00,485,0.347,652,0
6/27/14,walking,walking,2014-06-27T18:05:15+02:00,2014-06-27T18:09:03+02:00,228,0.238,317,0
6/27/14,walking,walking,2014-06-27T20:34:09+02:00,2014-06-27T20:42:21+02:00,492,0.568,757,0
6/27/14,walking,walking,2014-06-27T20:48:05+02:00,2014-06-27T20:54:45+02:00,400,0.643,589,0
6/27/14,walking,walking,2014-06-27T20:54:54+02:00,2014-06-27T20:55:36+02:00,42,0.028,56,0
6/27/14,walking,walking,2014-06-27T21:00:24+02:00,2014-06-27T21:00:25+02:00,1,0.001,1,0
6/27/14,transport,transport,2014-06-27T21:03:25+02:00,2014-06-27T21:06:07+02:00,162,0.967,0,0
6/27/14,walking,walking,2014-06-27T21:06:07+02:00,2014-06-27T21:08:40+02:00,153,0.133,266,0
6/27/14,walking,walking,2014-06-27T21:14:19+02:00,2014-06-27T21:14:49+02:00,30,0.018,36,0
6/27/14,walking,walking,2014-06-27T22:39:31+02:00,2014-06-27T22:42:26+02:00,175,0.193,257,0
6/27/14,walking,walking,2014-06-27T23:00:30+02:00,2014-06-27T23:04:34+02:00,244,0.252,336,0
6/28/14,walking,walking,2014-06-28T00:00:19+02:00,2014-06-28T00:04:17+02:00,238,0.236,314,0
6/28/14,walking,walking,2014-06-28T01:00:35+02:00,2014-06-28T01:02:47+02:00,132,0.133,177,0
6/28/14,walking,walking,2014-06-28T02:00:31+02:00,2014-06-28T02:04:06+02:00,215,0.263,350,0
6/28/14,cycling,cycling,2014-06-28T09:12:41+02:00,2014-06-28T09:30:31+02:00,1070,2.149,0,0
6/28/14,transport,transport,2014-06-28T09:30:32+02:00,2014-06-28T09:34:16+02:00,224,0.468,0,0
6/28/14,walking,walking,2014-06-28T09:34:24+02:00,2014-06-28T09:34:43+02:00,19,0.013,25,0
6/28/14,cycling,cycling,2014-06-28T09:37:54+02:00,2014-06-28T09:40:56+02:00,182,0.755,0,0
6/28/14,walking,walking,2014-06-28T09:41:12+02:00,2014-06-28T09:41:46+02:00,34,0.023,45,0
6/28/14,cycling,cycling,2014-06-28T09:44:23+02:00,2014-06-28T09:54:24+02:00,601,1.750,0,0
6/28/14,walking,walking,2014-06-28T09:54:35+02:00,2014-06-28T09:54:58+02:00,23,0.015,30,0
6/28/14,walking,walking,2014-06-28T11:03:46+02:00,2014-06-28T11:18:06+02:00,860,0.801,1603,0
6/28/14,walking,walking,2014-06-28T11:18:06+02:00,2014-06-28T11:19:57+02:00,111,0.078,156,0
6/28/14,walking,walking,2014-06-28T11:28:07+02:00,2014-06-28T11:44:19+02:00,972,0.761,1522,0
6/28/14,walking,walking,2014-06-28T11:56:18+02:00,2014-06-28T11:57:02+02:00,44,0.030,59,0
6/28/14,walking,walking,2014-06-28T12:00:20+02:00,2014-06-28T12:00:58+02:00,38,0.030,59,0
6/28/14,walking,walking,2014-06-28T12:29:49+02:00,2014-06-28T12:33:09+02:00,200,0.208,349,0
6/28/14,walking,walking,2014-06-28T12:33:10+02:00,2014-06-28T12:34:03+02:00,53,0.029,58,0
6/28/14,walking,walking,2014-06-28T13:27:00+02:00,2014-06-28T13:27:01+02:00,1,0.001,1,0
6/28/14,walking,walking,2014-06-28T16:46:08+02:00,2014-06-28T16:46:13+02:00,5,0.004,7,0
6/28/14,walking,walking,2014-06-28T16:47:23+02:00,2014-06-28T16:51:34+02:00,251,0.232,464,0
6/28/14,walking,walking,2014-06-28T16:52:13+02:00,2014-06-28T16:52:33+02:00,20,0.014,27,0
6/28/14,walking,walking,2014-06-28T17:05:54+02:00,2014-06-28T17:19:57+02:00,843,0.622,1244,0
6/28/14,walking,walking,2014-06-28T17:23:56+02:00,2014-06-28T17:41:08+02:00,1032,1.140,1520,0
6/28/14,walking,walking,2014-06-28T18:00:34+02:00,2014-06-28T18:01:20+02:00,46,0.030,61,0
6/28/14,cycling,cycling,2014-06-28T18:02:54+02:00,2014-06-28T18:52:33+02:00,2979,11.770,0,0
6/28/14,walking,walking,2014-06-28T18:53:17+02:00,2014-06-28T18:53:43+02:00,26,0.017,34,0
6/28/14,walking,walking,2014-06-28T19:01:49+02:00,2014-06-28T19:02:24+02:00,35,0.020,40,0
6/28/14,walking,walking,2014-06-28T23:09:15+02:00,2014-06-28T23:09:23+02:00,8,0.006,11,0
6/29/14,walking,walking,2014-06-29T13:51:27+02:00,2014-06-29T13:54:04+02:00,157,0.188,296,0
6/29/14,walking,walking,2014-06-29T13:54:04+02:00,2014-06-29T13:55:04+02:00,60,0.047,94,0
6/29/14,walking,walking,2014-06-29T17:53:38+02:00,2014-06-29T17:53:42+02:00,4,0.003,5,0
6/29/14,walking,walking,2014-06-29T20:28:21+02:00,2014-06-29T20:28:51+02:00,30,0.015,30,0
6/29/14,walking,walking,2014-06-29T20:33:14+02:00,2014-06-29T20:37:16+02:00,242,0.220,440,0
6/29/14,walking,walking,2014-06-29T20:37:16+02:00,2014-06-29T20:37:35+02:00,19,0.013,26,0
6/29/14,walking,walking,2014-06-29T23:06:28+02:00,2014-06-29T23:07:38+02:00,70,0.037,73,0
6/30/14,walking,walking,2014-06-30T09:16:11+02:00,2014-06-30T09:22:06+02:00,355,0.472,629,0
6/30/14,walking,walking,2014-06-30T09:35:45+02:00,2014-06-30T09:35:50+02:00,5,0.003,6,0
6/30/14,transport,transport,2014-06-30T09:42:11+02:00,2014-06-30T09:45:58+02:00,227,1.711,0,0
6/30/14,walking,walking,2014-06-30T09:45:58+02:00,2014-06-30T09:54:07+02:00,489,0.781,725,0
6/30/14,walking,walking,2014-06-30T09:54:32+02:00,2014-06-30T09:55:31+02:00,59,0.047,94,0
6/30/14,walking,walking,2014-06-30T10:00:00+02:00,2014-06-30T10:01:41+02:00,101,0.089,177,0
6/30/14,walking,walking,2014-06-30T11:22:52+02:00,2014-06-30T11:24:30+02:00,98,0.080,161,0
6/30/14,walking,walking,2014-06-30T11:26:12+02:00,2014-06-30T11:33:46+02:00,454,0.682,751,0
6/30/14,walking,walking,2014-06-30T11:33:47+02:00,2014-06-30T11:33:51+02:00,4,0.003,6,0
6/30/14,walking,walking,2014-06-30T13:25:30+02:00,2014-06-30T13:25:42+02:00,12,0.009,18,0
6/30/14,walking,walking,2014-06-30T13:25:42+02:00,2014-06-30T13:34:06+02:00,504,0.707,957,0
6/30/14,walking,walking,2014-06-30T14:45:44+02:00,2014-06-30T14:54:00+02:00,496,0.921,819,0
6/30/14,walking,walking,2014-06-30T14:54:00+02:00,2014-06-30T14:54:45+02:00,45,0.034,67,0
6/30/14,walking,walking,2014-06-30T14:59:30+02:00,2014-06-30T15:04:01+02:00,271,0.395,475,0
6/30/14,walking,walking,2014-06-30T15:06:14+02:00,2014-06-30T15:06:49+02:00,35,0.024,47,0
6/30/14,walking,walking,2014-06-30T15:08:09+02:00,2014-06-30T15:13:36+02:00,327,0.673,561,0
6/30/14,walking,walking,2014-06-30T18:23:37+02:00,2014-06-30T18:24:06+02:00,29,0.029,58,0
6/30/14,cycling,cycling,2014-06-30T18:24:34+02:00,2014-06-30T18:52:14+02:00,1660,6.608,0,0
6/30/14,walking,walking,2014-06-30T18:52:42+02:00,2014-06-30T18:56:26+02:00,224,0.254,338,0
6/30/14,walking,walking,2014-06-30T19:00:12+02:00,2014-06-30T19:02:17+02:00,125,0.167,223,0
6/30/14,walking,walking,2014-06-30T20:59:10+02:00,2014-06-30T20:59:13+02:00,3,0.002,4,0
6/30/14,walking,walking,2014-06-30T21:00:07+02:00,2014-06-30T21:02:31+02:00,144,0.182,242,0
6/30/14,walking,walking,2014-06-30T22:29:30+02:00,2014-06-30T22:32:00+02:00,150,0.172,229,0
