Date,Type,Name,Start,End,Duration
10/17/14,place,Home,2014-10-17T00:00:00+02:00,2014-10-17T09:46:20+02:00,35180
10/17/14,move,walking,2014-10-17T09:46:20+02:00,2014-10-17T09:50:52+02:00,272
10/17/14,move,transport,2014-10-17T09:50:52+02:00,2014-10-17T09:56:34+02:00,342
10/17/14,move,walking,2014-10-17T09:56:34+02:00,2014-10-17T10:00:31+02:00,237
10/17/14,place,KOM Lab,2014-10-17T10:00:31+02:00,2014-10-17T10:20:32+02:00,1201
10/17/14,move,walking,2014-10-17T10:20:32+02:00,2014-10-17T10:33:28+02:00,776
10/17/14,move,transport,2014-10-17T10:33:28+02:00,2014-10-17T10:47:11+02:00,823
10/17/14,move,walking,2014-10-17T10:47:11+02:00,2014-10-17T10:53:24+02:00,373
10/17/14,place,Home,2014-10-17T10:53:24+02:00,2014-10-17T11:31:22+02:00,2278
10/17/14,move,walking,2014-10-17T11:31:22+02:00,2014-10-17T11:37:35+02:00,373
10/17/14,move,transport,2014-10-17T11:37:35+02:00,2014-10-17T12:04:00+02:00,1585
10/17/14,move,walking,2014-10-17T12:04:00+02:00,2014-10-17T12:07:14+02:00,194
10/17/14,place,Place in Darmstadt,2014-10-17T12:07:13+02:00,2014-10-17T12:09:43+02:00,150
10/17/14,move,walking,2014-10-17T12:09:43+02:00,2014-10-17T12:33:57+02:00,1454
10/17/14,place,Place in Mollerstadt,2014-10-17T12:33:58+02:00,2014-10-17T12:40:42+02:00,404
10/17/14,move,transport,2014-10-17T12:40:42+02:00,2014-10-17T12:50:34+02:00,592
10/17/14,place,Place in Darmstadt,2014-10-17T12:50:33+02:00,2014-10-17T14:42:40+02:00,6727
10/17/14,move,walking,2014-10-17T14:42:40+02:00,2014-10-17T14:52:18+02:00,578
10/17/14,place,Home,2014-10-17T14:52:18+02:00,2014-10-18T00:00:00+02:00,32862
