Date,Type,Name,Start,End,Duration
7/31/14,place,Place in Darmstadt,2014-07-31T00:00:00+02:00,2014-07-31T09:04:05+02:00,32645
7/31/14,move,walking,2014-07-31T09:04:05+02:00,2014-07-31T09:08:01+02:00,236
7/31/14,move,transport,2014-07-31T09:08:01+02:00,2014-07-31T09:13:06+02:00,305
7/31/14,move,walking,2014-07-31T09:13:06+02:00,2014-07-31T09:22:32+02:00,566
7/31/14,place,Place in Maschinenhaus,2014-07-31T09:22:32+02:00,2014-07-31T10:47:57+02:00,5125
7/31/14,move,walking,2014-07-31T10:47:57+02:00,2014-07-31T10:50:41+02:00,164
7/31/14,place,Place in TU Darmstadt,2014-07-31T10:50:41+02:00,2014-07-31T11:05:34+02:00,893
7/31/14,move,walking,2014-07-31T11:05:34+02:00,2014-07-31T11:17:16+02:00,702
7/31/14,place,Place in Maschinenhaus,2014-07-31T11:17:16+02:00,2014-07-31T12:38:13+02:00,4857
7/31/14,move,walking,2014-07-31T12:38:13+02:00,2014-07-31T12:46:11+02:00,478
7/31/14,place,Place in Maschinenhaus,2014-07-31T12:46:10+02:00,2014-07-31T13:24:33+02:00,2303
7/31/14,move,walking,2014-07-31T13:24:33+02:00,2014-07-31T13:28:48+02:00,255
7/31/14,place,Place in Maschinenhaus,2014-07-31T13:28:48+02:00,2014-07-31T13:58:17+02:00,1769
7/31/14,move,walking,2014-07-31T13:58:17+02:00,2014-07-31T14:04:44+02:00,387
7/31/14,place,Place in Darmstadt,2014-07-31T14:04:44+02:00,2014-07-31T14:11:44+02:00,420
7/31/14,move,walking,2014-07-31T14:11:44+02:00,2014-07-31T14:26:40+02:00,896
7/31/14,place,Place in Darmstadt,2014-07-31T14:26:39+02:00,2014-07-31T18:44:18+02:00,15459
7/31/14,move,walking,2014-07-31T18:44:18+02:00,2014-07-31T18:47:58+02:00,220
7/31/14,place,Place in Darmstadt,2014-07-31T18:47:58+02:00,2014-07-31T19:28:45+02:00,2447
7/31/14,move,walking,2014-07-31T19:28:45+02:00,2014-07-31T19:31:25+02:00,160
7/31/14,place,Place in Darmstadt,2014-07-31T19:31:25+02:00,2014-07-31T21:45:21+02:00,8036
7/31/14,move,walking,2014-07-31T21:45:21+02:00,2014-07-31T21:50:32+02:00,311
7/31/14,place,Place in Darmstadt,2014-07-31T21:50:32+02:00,2014-07-31T22:51:44+02:00,3672
7/31/14,move,walking,2014-07-31T22:51:44+02:00,2014-07-31T22:55:53+02:00,249
7/31/14,place,Place in Darmstadt,2014-07-31T22:55:53+02:00,2014-08-01T00:00:00+02:00,3847
