Date,Type,Name,Start,End,Duration
8/9/14,place,Place in Darmstadt,2014-08-09T00:00:00+02:00,2014-08-09T09:44:32+02:00,35072
8/9/14,move,walking,2014-08-09T09:44:32+02:00,2014-08-09T09:50:11+02:00,339
8/9/14,place,Place in Darmstadt,2014-08-09T09:50:11+02:00,2014-08-09T10:08:08+02:00,1077
8/9/14,move,walking,2014-08-09T10:08:08+02:00,2014-08-09T10:11:21+02:00,193
8/9/14,place,Place in Maschinenhaus,2014-08-09T10:11:21+02:00,2014-08-09T12:40:03+02:00,8922
8/9/14,move,walking,2014-08-09T12:40:03+02:00,2014-08-09T12:47:47+02:00,464
8/9/14,place,Place in Herrngarten,2014-08-09T12:47:47+02:00,2014-08-09T13:05:25+02:00,1058
8/9/14,place,Place in Darmstadt,2014-08-09T13:05:25+02:00,2014-08-09T13:15:08+02:00,583
8/9/14,move,walking,2014-08-09T13:15:08+02:00,2014-08-09T13:27:20+02:00,732
8/9/14,place,Place in TU Darmstadt / S1,2014-08-09T13:27:20+02:00,2014-08-09T15:28:13+02:00,7253
8/9/14,move,walking,2014-08-09T15:28:13+02:00,2014-08-09T15:37:58+02:00,585
8/9/14,move,transport,2014-08-09T15:37:57+02:00,2014-08-09T15:45:12+02:00,435
8/9/14,move,walking,2014-08-09T15:45:12+02:00,2014-08-09T15:52:21+02:00,429
8/9/14,place,Place in Darmstadt,2014-08-09T15:52:21+02:00,2014-08-10T00:00:00+02:00,29259
