Date,Type,Name,Start,End,Duration
10/13/14,place,Home,2014-10-13T00:00:00+02:00,2014-10-13T09:13:24+02:00,33204
10/13/14,move,walking,2014-10-13T09:13:24+02:00,2014-10-13T09:18:21+02:00,297
10/13/14,place,H Karlshof,2014-10-13T09:18:21+02:00,2014-10-13T09:23:21+02:00,300
10/13/14,move,transport,2014-10-13T09:23:21+02:00,2014-10-13T09:38:37+02:00,916
10/13/14,move,walking,2014-10-13T09:38:37+02:00,2014-10-13T09:45:41+02:00,424
10/13/14,place,Consetto,2014-10-13T09:45:42+02:00,2014-10-13T17:52:46+02:00,29224
10/13/14,move,walking,2014-10-13T17:52:46+02:00,2014-10-13T17:58:27+02:00,341
10/13/14,move,transport,2014-10-13T17:58:26+02:00,2014-10-13T18:19:09+02:00,1243
10/13/14,move,walking,2014-10-13T18:19:09+02:00,2014-10-13T18:24:20+02:00,311
10/13/14,place,Home,2014-10-13T18:24:20+02:00,2014-10-13T18:43:37+02:00,1157
10/13/14,move,walking,2014-10-13T18:43:37+02:00,2014-10-13T18:48:08+02:00,271
10/13/14,place,H Karlshof,2014-10-13T18:48:08+02:00,2014-10-13T18:54:02+02:00,354
10/13/14,move,transport,2014-10-13T18:54:02+02:00,2014-10-13T18:56:35+02:00,153
10/13/14,move,walking,2014-10-13T18:56:35+02:00,2014-10-13T19:01:54+02:00,319
10/13/14,place,Place in Maschinenhaus,2014-10-13T19:01:53+02:00,2014-10-13T20:32:13+02:00,5420
10/13/14,move,walking,2014-10-13T20:32:14+02:00,2014-10-13T20:39:50+02:00,456
10/13/14,place,Place in Darmstadt,2014-10-13T20:39:50+02:00,2014-10-13T20:44:23+02:00,273
10/13/14,move,transport,2014-10-13T20:44:23+02:00,2014-10-13T20:48:20+02:00,237
10/13/14,move,walking,2014-10-13T20:48:20+02:00,2014-10-13T20:53:30+02:00,310
10/13/14,place,Home,2014-10-13T20:53:31+02:00,2014-10-13T22:52:35+02:00,7144
10/13/14,move,walking,2014-10-13T22:52:35+02:00,2014-10-13T22:56:07+02:00,212
10/13/14,place,Place in Studentenwohnheim Karlshof,2014-10-13T22:56:07+02:00,2014-10-14T00:00:00+02:00,3833
