Date,Type,Name,Start,End,Duration
10/9/14,place,Place in Studentenwohnheim Karlshof,2014-10-09T00:00:00+02:00,2014-10-09T08:31:23+02:00,30683
10/9/14,move,walking,2014-10-09T08:31:23+02:00,2014-10-09T08:36:37+02:00,314
10/9/14,place,H Karlshof,2014-10-09T08:36:36+02:00,2014-10-09T08:45:33+02:00,537
10/9/14,move,transport,2014-10-09T08:45:33+02:00,2014-10-09T08:53:01+02:00,448
10/9/14,move,walking,2014-10-09T08:53:02+02:00,2014-10-09T09:11:56+02:00,1134
10/9/14,place,Place in Darmstadt,2014-10-09T09:11:55+02:00,2014-10-09T09:43:00+02:00,1865
10/9/14,move,walking,2014-10-09T09:43:00+02:00,2014-10-09T09:49:20+02:00,380
10/9/14,move,transport,2014-10-09T09:49:20+02:00,2014-10-09T09:57:57+02:00,517
10/9/14,move,walking,2014-10-09T09:57:57+02:00,2014-10-09T10:04:44+02:00,407
10/9/14,place,Place in Studentenwohnheim Karlshof,2014-10-09T10:04:44+02:00,2014-10-09T13:29:59+02:00,12315
10/9/14,move,walking,2014-10-09T13:29:59+02:00,2014-10-09T13:37:36+02:00,457
10/9/14,place,Place in Darmstadt,2014-10-09T13:37:36+02:00,2014-10-09T13:52:28+02:00,892
10/9/14,move,walking,2014-10-09T13:52:28+02:00,2014-10-09T13:59:35+02:00,427
10/9/14,place,Place in Studentenwohnheim Karlshof,2014-10-09T13:59:35+02:00,2014-10-10T00:00:00+02:00,36025
