Date,Type,Name,Start,End,Duration
10/15/14,place,Home,2014-10-15T00:00:00+02:00,2014-10-15T09:39:54+02:00,34794
10/15/14,move,walking,2014-10-15T09:39:54+02:00,2014-10-15T09:42:36+02:00,162
10/15/14,move,transport,2014-10-15T09:42:35+02:00,2014-10-15T10:02:03+02:00,1168
10/15/14,place,Place in Darmstadt,2014-10-15T10:02:02+02:00,2014-10-15T10:06:19+02:00,257
10/15/14,move,walking,2014-10-15T10:06:19+02:00,2014-10-15T10:13:37+02:00,438
10/15/14,place,Place in Darmstadt,2014-10-15T10:13:37+02:00,2014-10-15T11:28:56+02:00,4519
10/15/14,move,cycling,2014-10-15T11:28:56+02:00,2014-10-15T11:36:36+02:00,460
10/15/14,place,Place in TU Darmstadt / S2,2014-10-15T11:36:36+02:00,2014-10-15T13:28:54+02:00,6738
10/15/14,move,cycling,2014-10-15T13:28:54+02:00,2014-10-15T13:36:36+02:00,462
10/15/14,place,Place in Darmstadt,2014-10-15T13:36:36+02:00,2014-10-15T13:59:35+02:00,1379
10/15/14,move,cycling,2014-10-15T13:59:35+02:00,2014-10-15T14:03:10+02:00,215
10/15/14,move,transport,2014-10-15T14:03:09+02:00,2014-10-15T14:40:56+02:00,2267
10/15/14,place,Home,2014-10-15T14:40:56+02:00,2014-10-16T00:00:00+02:00,33544
