Date,Type,Name,Start,End,Duration
9/20/14,place,Home,2014-09-20T00:00:00+02:00,2014-09-20T13:26:50+02:00,48410
9/20/14,move,walking,2014-09-20T13:26:50+02:00,2014-09-20T13:40:19+02:00,809
9/20/14,place,Place in Darmstadt,2014-09-20T13:40:19+02:00,2014-09-20T13:43:40+02:00,201
9/20/14,move,walking,2014-09-20T13:43:40+02:00,2014-09-20T13:50:23+02:00,403
9/20/14,place,Home,2014-09-20T13:50:23+02:00,2014-09-20T18:42:49+02:00,17546
9/20/14,move,cycling,2014-09-20T18:42:49+02:00,2014-09-20T18:56:38+02:00,829
9/20/14,place,Place in Darmstadt,2014-09-20T18:56:38+02:00,2014-09-20T18:59:21+02:00,163
9/20/14,place,Place in Darmstadt,2014-09-20T19:01:24+02:00,2014-09-20T19:03:46+02:00,142
9/20/14,move,cycling,2014-09-20T19:03:46+02:00,2014-09-20T19:17:56+02:00,850
9/20/14,place,Home,2014-09-20T19:17:56+02:00,2014-09-21T00:00:00+02:00,16924
