Date,Type,Name,Start,End,Duration
11/4/14,place,Home,2014-11-04T00:00:00+01:00,2014-11-04T08:30:51+01:00,30651
11/4/14,move,walking,2014-11-04T08:30:51+01:00,2014-11-04T08:37:15+01:00,384
11/4/14,place,H Karlshof,2014-11-04T08:37:15+01:00,2014-11-04T08:42:52+01:00,337
11/4/14,move,transport,2014-11-04T08:42:52+01:00,2014-11-04T08:57:15+01:00,863
11/4/14,move,walking,2014-11-04T08:57:15+01:00,2014-11-04T09:04:47+01:00,452
11/4/14,place,Consetto,2014-11-04T09:04:46+01:00,2014-11-04T13:04:19+01:00,14373
11/4/14,move,walking,2014-11-04T13:04:19+01:00,2014-11-04T13:11:26+01:00,427
11/4/14,move,transport,2014-11-04T13:11:26+01:00,2014-11-04T13:22:58+01:00,692
11/4/14,move,walking,2014-11-04T13:22:58+01:00,2014-11-04T13:28:08+01:00,310
11/4/14,place,Place in Darmstadt,2014-11-04T13:28:08+01:00,2014-11-04T13:32:04+01:00,236
11/4/14,move,walking,2014-11-04T13:32:04+01:00,2014-11-04T13:44:57+01:00,773
11/4/14,place,KOM Lab,2014-11-04T13:44:57+01:00,2014-11-04T14:32:35+01:00,2858
11/4/14,move,walking,2014-11-04T14:32:35+01:00,2014-11-04T14:36:38+01:00,243
11/4/14,place,Place in Darmstadt,2014-11-04T14:36:38+01:00,2014-11-04T14:40:54+01:00,256
11/4/14,place,Home,2014-11-04T15:57:03+01:00,2014-11-05T00:00:00+01:00,28977
