Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/22/14,walking,walking,2014-09-22T01:52:24+02:00,2014-09-22T01:52:25+02:00,1,0.001,1,0
9/22/14,walking,walking,2014-09-22T02:02:13+02:00,2014-09-22T02:02:18+02:00,5,0.003,6,0
9/22/14,walking,walking,2014-09-22T09:45:25+02:00,2014-09-22T09:45:48+02:00,23,0.015,30,0
9/22/14,walking,walking,2014-09-22T10:30:37+02:00,2014-09-22T10:30:38+02:00,1,0.001,1,0
9/22/14,walking,walking,2014-09-22T12:28:55+02:00,2014-09-22T12:34:55+02:00,360,0.348,558,0
9/22/14,transport,transport,2014-09-22T12:34:55+02:00,2014-09-22T12:42:58+02:00,483,1.723,0,0
9/22/14,walking,walking,2014-09-22T12:42:58+02:00,2014-09-22T12:46:42+02:00,224,0.340,283,0
9/22/14,walking,walking,2014-09-22T12:46:54+02:00,2014-09-22T12:51:51+02:00,297,0.340,453,0
9/22/14,walking,walking,2014-09-22T12:55:30+02:00,2014-09-22T13:11:03+02:00,933,1.066,1297,0
9/22/14,walking,walking,2014-09-22T13:11:02+02:00,2014-09-22T13:13:56+02:00,174,0.200,266,0
9/22/14,walking,walking,2014-09-22T13:16:25+02:00,2014-09-22T13:26:15+02:00,590,0.505,839,0
9/22/14,walking,walking,2014-09-22T13:26:19+02:00,2014-09-22T13:30:32+02:00,253,0.312,416,0
9/22/14,walking,walking,2014-09-22T13:50:35+02:00,2014-09-22T13:55:10+02:00,275,0.455,407,0
9/22/14,transport,transport,2014-09-22T13:55:10+02:00,2014-09-22T14:01:48+02:00,398,1.416,0,0
9/22/14,walking,walking,2014-09-22T14:01:48+02:00,2014-09-22T14:07:47+02:00,359,0.452,621,0
9/22/14,walking,walking,2014-09-22T14:07:46+02:00,2014-09-22T14:10:02+02:00,136,0.133,177,0
9/22/14,walking,walking,2014-09-22T16:04:26+02:00,2014-09-22T16:04:55+02:00,29,0.017,34,0
9/22/14,walking,walking,2014-09-22T18:34:44+02:00,2014-09-22T18:38:25+02:00,221,0.239,319,0
9/22/14,walking,walking,2014-09-22T19:00:33+02:00,2014-09-22T19:04:26+02:00,233,0.244,325,0
9/22/14,walking,walking,2014-09-22T20:41:33+02:00,2014-09-22T20:41:35+02:00,2,0.001,2,0
9/22/14,walking,walking,2014-09-22T21:21:52+02:00,2014-09-22T21:24:05+02:00,133,0.134,178,0
9/22/14,walking,walking,2014-09-22T21:31:56+02:00,2014-09-22T21:34:55+02:00,179,0.179,316,0
9/22/14,walking,walking,2014-09-22T21:54:19+02:00,2014-09-22T21:54:24+02:00,5,0.004,7,0
9/22/14,walking,walking,2014-09-22T22:02:42+02:00,2014-09-22T22:03:26+02:00,44,0.025,49,0
9/22/14,walking,walking,2014-09-22T23:02:13+02:00,2014-09-22T23:03:29+02:00,76,0.049,98,0
9/23/14,walking,walking,2014-09-23T00:00:04+02:00,2014-09-23T00:01:00+02:00,56,0.028,49,0
9/23/14,walking,walking,2014-09-23T00:51:03+02:00,2014-09-23T00:54:03+02:00,180,0.180,100,0
9/23/14,walking,walking,2014-09-23T00:54:04+02:00,2014-09-23T00:54:27+02:00,23,0.016,31,0
9/23/14,walking,walking,2014-09-23T01:03:39+02:00,2014-09-23T01:03:42+02:00,3,0.002,4,0
9/23/14,walking,walking,2014-09-23T10:03:26+02:00,2014-09-23T10:04:44+02:00,78,0.057,113,0
9/23/14,cycling,cycling,2014-09-23T10:07:03+02:00,2014-09-23T10:12:44+02:00,341,1.615,0,0
9/23/14,walking,walking,2014-09-23T10:12:44+02:00,2014-09-23T10:14:19+02:00,95,0.073,146,0
9/23/14,cycling,cycling,2014-09-23T10:49:13+02:00,2014-09-23T10:55:23+02:00,370,1.342,0,0
9/23/14,walking,walking,2014-09-23T10:55:23+02:00,2014-09-23T10:56:54+02:00,91,0.066,131,0
9/23/14,walking,walking,2014-09-23T11:47:16+02:00,2014-09-23T11:47:47+02:00,31,0.022,43,0
9/23/14,walking,walking,2014-09-23T14:01:57+02:00,2014-09-23T14:02:27+02:00,30,0.015,30,0
9/23/14,walking,walking,2014-09-23T14:40:08+02:00,2014-09-23T14:42:51+02:00,163,0.150,300,0
9/23/14,walking,walking,2014-09-23T14:42:51+02:00,2014-09-23T14:44:35+02:00,104,0.069,138,0
9/23/14,walking,walking,2014-09-23T14:58:49+02:00,2014-09-23T15:02:18+02:00,209,0.195,307,0
9/23/14,walking,walking,2014-09-23T15:02:56+02:00,2014-09-23T15:03:24+02:00,28,0.019,37,0
9/23/14,walking,walking,2014-09-23T15:24:31+02:00,2014-09-23T15:27:12+02:00,161,0.154,309,0
9/23/14,walking,walking,2014-09-23T15:27:12+02:00,2014-09-23T15:29:30+02:00,138,0.153,204,0
9/23/14,walking,walking,2014-09-23T15:39:00+02:00,2014-09-23T15:42:39+02:00,219,0.167,241,0
9/23/14,walking,walking,2014-09-23T15:42:39+02:00,2014-09-23T15:42:52+02:00,13,0.009,17,0
9/23/14,walking,walking,2014-09-23T16:55:13+02:00,2014-09-23T16:55:44+02:00,31,0.015,17,0
9/23/14,walking,walking,2014-09-23T17:14:25+02:00,2014-09-23T17:14:55+02:00,30,0.015,30,0
9/23/14,walking,walking,2014-09-23T18:55:11+02:00,2014-09-23T18:59:46+02:00,275,0.263,527,0
9/23/14,transport,transport,2014-09-23T18:59:46+02:00,2014-09-23T19:10:19+02:00,633,1.089,0,0
9/23/14,walking,walking,2014-09-23T19:10:19+02:00,2014-09-23T19:15:55+02:00,336,0.303,416,0
9/23/14,walking,walking,2014-09-23T19:16:06+02:00,2014-09-23T19:16:09+02:00,3,0.002,4,0
9/23/14,walking,walking,2014-09-23T20:13:09+02:00,2014-09-23T20:14:34+02:00,85,0.044,88,0
9/23/14,walking,walking,2014-09-23T21:24:58+02:00,2014-09-23T21:25:03+02:00,5,0.003,6,0
9/23/14,walking,walking,2014-09-23T21:33:54+02:00,2014-09-23T22:00:21+02:00,1587,1.560,2318,0
9/23/14,walking,walking,2014-09-23T22:02:39+02:00,2014-09-23T22:05:41+02:00,182,0.194,259,0
9/24/14,walking,walking,2014-09-24T00:29:04+02:00,2014-09-24T00:29:31+02:00,27,0.016,31,0
9/24/14,walking,walking,2014-09-24T09:29:25+02:00,2014-09-24T09:30:51+02:00,86,0.061,122,0
9/24/14,walking,walking,2014-09-24T10:16:45+02:00,2014-09-24T10:17:16+02:00,31,0.021,42,0
9/24/14,walking,walking,2014-09-24T10:18:31+02:00,2014-09-24T10:36:46+02:00,1095,1.270,1709,0
9/24/14,walking,walking,2014-09-24T10:36:47+02:00,2014-09-24T10:41:16+02:00,269,0.323,430,0
9/24/14,walking,walking,2014-09-24T11:00:40+02:00,2014-09-24T11:04:14+02:00,214,0.263,351,0
