Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/8/14,walking,walking,2014-09-08T00:17:53+02:00,2014-09-08T00:18:43+02:00,50,0.031,61,0
9/8/14,walking,walking,2014-09-08T01:30:38+02:00,2014-09-08T01:31:28+02:00,50,0.029,57,0
9/8/14,walking,walking,2014-09-08T08:28:16+02:00,2014-09-08T08:30:00+02:00,104,0.064,128,0
9/8/14,walking,walking,2014-09-08T08:58:50+02:00,2014-09-08T09:04:31+02:00,341,0.476,618,0
9/8/14,walking,walking,2014-09-08T09:04:30+02:00,2014-09-08T09:10:31+02:00,361,0.452,603,0
9/8/14,walking,walking,2014-09-08T09:29:36+02:00,2014-09-08T09:32:01+02:00,145,0.174,132,0
9/8/14,cycling,cycling,2014-09-08T09:32:01+02:00,2014-09-08T09:48:10+02:00,969,4.275,0,0
9/8/14,walking,walking,2014-09-08T09:48:17+02:00,2014-09-08T09:49:21+02:00,64,0.051,101,0
9/8/14,walking,walking,2014-09-08T13:54:59+02:00,2014-09-08T13:56:49+02:00,110,0.096,192,0
9/8/14,cycling,cycling,2014-09-08T13:58:34+02:00,2014-09-08T14:18:16+02:00,1182,4.458,0,0
9/8/14,walking,walking,2014-09-08T14:18:42+02:00,2014-09-08T14:19:51+02:00,69,0.046,92,0
9/8/14,walking,walking,2014-09-08T15:04:42+02:00,2014-09-08T15:05:19+02:00,37,0.028,55,0
9/8/14,walking,walking,2014-09-08T17:47:24+02:00,2014-09-08T17:47:26+02:00,2,0.002,3,0
9/8/14,walking,walking,2014-09-08T18:01:48+02:00,2014-09-08T18:01:57+02:00,9,0.006,12,0
9/8/14,cycling,cycling,2014-09-08T18:02:02+02:00,2014-09-08T18:04:55+02:00,173,0.484,0,0
9/8/14,walking,walking,2014-09-08T18:04:55+02:00,2014-09-08T18:05:38+02:00,43,0.034,68,0
9/8/14,walking,walking,2014-09-08T19:48:10+02:00,2014-09-08T19:48:40+02:00,30,0.015,20,0
9/8/14,walking,walking,2014-09-08T20:17:07+02:00,2014-09-08T20:17:14+02:00,7,0.005,9,0
9/8/14,transport,transport,2014-09-08T20:20:28+02:00,2014-09-08T20:26:05+02:00,337,0.591,0,0
9/8/14,walking,walking,2014-09-08T20:26:05+02:00,2014-09-08T20:27:29+02:00,84,0.064,127,0
9/8/14,walking,walking,2014-09-08T21:57:49+02:00,2014-09-08T21:58:19+02:00,30,0.021,41,0
9/9/14,walking,walking,2014-09-09T00:37:05+02:00,2014-09-09T00:37:11+02:00,6,0.004,8,0
9/9/14,walking,walking,2014-09-09T08:27:07+02:00,2014-09-09T08:34:37+02:00,450,0.340,632,0
9/9/14,transport,transport,2014-09-09T08:34:37+02:00,2014-09-09T08:49:14+02:00,877,1.829,0,0
9/9/14,walking,walking,2014-09-09T08:56:53+02:00,2014-09-09T08:58:12+02:00,79,0.072,145,0
9/9/14,walking,walking,2014-09-09T08:58:12+02:00,2014-09-09T09:07:20+02:00,548,0.917,764,0
9/9/14,walking,walking,2014-09-09T13:04:07+02:00,2014-09-09T13:06:07+02:00,120,0.095,191,0
9/9/14,walking,walking,2014-09-09T16:59:35+02:00,2014-09-09T16:59:47+02:00,12,0.008,16,0
9/9/14,walking,walking,2014-09-09T17:03:58+02:00,2014-09-09T17:06:25+02:00,147,0.210,280,0
9/9/14,walking,walking,2014-09-09T17:15:06+02:00,2014-09-09T17:24:52+02:00,586,0.541,960,0
9/9/14,transport,transport,2014-09-09T17:24:53+02:00,2014-09-09T17:35:02+02:00,609,1.655,0,0
9/9/14,walking,walking,2014-09-09T17:35:01+02:00,2014-09-09T17:41:43+02:00,402,0.302,467,0
9/9/14,transport,transport,2014-09-09T17:41:44+02:00,2014-09-09T18:03:12+02:00,1288,2.035,0,0
9/9/14,walking,walking,2014-09-09T18:03:11+02:00,2014-09-09T18:09:21+02:00,370,0.324,518,0
9/9/14,walking,walking,2014-09-09T18:44:15+02:00,2014-09-09T18:45:59+02:00,104,0.073,145,0
9/9/14,walking,walking,2014-09-09T18:54:17+02:00,2014-09-09T18:57:29+02:00,192,0.195,254,0
9/9/14,walking,walking,2014-09-09T20:55:59+02:00,2014-09-09T20:57:24+02:00,85,0.064,127,0
9/9/14,walking,walking,2014-09-09T21:12:44+02:00,2014-09-09T21:16:20+02:00,216,0.224,298,0
9/9/14,walking,walking,2014-09-09T22:41:10+02:00,2014-09-09T22:41:42+02:00,32,0.016,32,0
9/10/14,walking,walking,2014-09-10T09:57:00+02:00,2014-09-10T09:57:02+02:00,2,0.002,3,0
9/10/14,walking,walking,2014-09-10T11:12:45+02:00,2014-09-10T11:13:27+02:00,42,0.027,54,0
9/10/14,walking,walking,2014-09-10T12:13:02+02:00,2014-09-10T12:13:33+02:00,31,0.018,35,0
9/10/14,walking,walking,2014-09-10T14:31:46+02:00,2014-09-10T14:32:36+02:00,50,0.031,61,0
9/10/14,walking,walking,2014-09-10T15:18:50+02:00,2014-09-10T15:19:20+02:00,30,0.015,30,0
9/10/14,walking,walking,2014-09-10T17:01:40+02:00,2014-09-10T17:04:58+02:00,198,0.187,250,0
9/10/14,walking,walking,2014-09-10T17:17:45+02:00,2014-09-10T17:23:18+02:00,333,0.357,602,0
9/10/14,transport,transport,2014-09-10T17:23:18+02:00,2014-09-10T17:35:08+02:00,710,2.241,0,0
9/10/14,walking,walking,2014-09-10T17:35:08+02:00,2014-09-10T17:37:59+02:00,171,0.221,322,0
9/10/14,walking,walking,2014-09-10T17:37:59+02:00,2014-09-10T17:41:43+02:00,224,0.219,292,0
9/10/14,walking,walking,2014-09-10T18:00:03+02:00,2014-09-10T18:01:55+02:00,112,0.078,155,0
9/10/14,walking,walking,2014-09-10T18:12:30+02:00,2014-09-10T18:16:59+02:00,269,0.248,420,0
9/10/14,walking,walking,2014-09-10T18:17:57+02:00,2014-09-10T18:18:36+02:00,39,0.022,43,0
