Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
8/11/14,walking,walking,2014-08-11T01:37:54+02:00,2014-08-11T01:38:24+02:00,30,0.016,32,0
8/11/14,walking,walking,2014-08-11T09:02:08+02:00,2014-08-11T09:02:28+02:00,20,0.014,27,0
8/11/14,walking,walking,2014-08-11T09:02:28+02:00,2014-08-11T09:06:54+02:00,266,0.454,485,0
8/11/14,transport,transport,2014-08-11T09:06:54+02:00,2014-08-11T09:23:34+02:00,1000,4.043,0,0
8/11/14,walking,walking,2014-08-11T09:23:34+02:00,2014-08-11T09:30:15+02:00,401,0.491,718,0
8/11/14,walking,walking,2014-08-11T09:30:15+02:00,2014-08-11T09:32:15+02:00,120,0.089,177,0
8/11/14,walking,walking,2014-08-11T13:36:15+02:00,2014-08-11T13:50:19+02:00,844,0.736,1403,0
8/11/14,transport,transport,2014-08-11T13:50:18+02:00,2014-08-11T14:09:52+02:00,1174,2.957,0,0
8/11/14,walking,walking,2014-08-11T14:09:51+02:00,2014-08-11T14:16:11+02:00,380,0.665,667,0
8/11/14,walking,walking,2014-08-11T16:09:39+02:00,2014-08-11T16:29:02+02:00,1163,1.541,2018,0
8/11/14,walking,walking,2014-08-11T16:29:22+02:00,2014-08-11T16:32:01+02:00,159,0.188,250,0
8/11/14,walking,walking,2014-08-11T17:00:47+02:00,2014-08-11T17:01:28+02:00,41,0.037,73,0
8/11/14,walking,walking,2014-08-11T19:30:08+02:00,2014-08-11T19:33:22+02:00,194,0.228,303,0
8/11/14,walking,walking,2014-08-11T19:36:38+02:00,2014-08-11T19:42:16+02:00,338,0.615,559,0
8/11/14,walking,walking,2014-08-11T19:42:16+02:00,2014-08-11T19:42:26+02:00,10,0.007,14,0
8/11/14,transport,transport,2014-08-11T19:50:33+02:00,2014-08-11T19:53:16+02:00,163,0.959,0,0
8/11/14,walking,walking,2014-08-11T19:53:16+02:00,2014-08-11T19:59:32+02:00,376,0.345,690,0
8/11/14,walking,walking,2014-08-11T21:51:20+02:00,2014-08-11T21:51:58+02:00,38,0.026,51,0
8/11/14,walking,walking,2014-08-11T22:00:14+02:00,2014-08-11T22:04:19+02:00,245,0.264,353,0
8/11/14,walking,walking,2014-08-11T23:14:44+02:00,2014-08-11T23:17:41+02:00,177,0.216,288,0
