Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/6/14,walking,walking,2014-10-06T08:25:05+02:00,2014-10-06T08:25:18+02:00,13,0.009,18,0
10/6/14,walking,walking,2014-10-06T10:39:18+02:00,2014-10-06T10:40:17+02:00,59,0.040,80,0
10/6/14,walking,walking,2014-10-06T11:13:39+02:00,2014-10-06T11:13:47+02:00,8,0.005,10,0
10/6/14,walking,walking,2014-10-06T11:13:47+02:00,2014-10-06T11:18:27+02:00,280,0.347,499,0
10/6/14,transport,transport,2014-10-06T11:18:27+02:00,2014-10-06T11:27:07+02:00,520,0.925,0,0
10/6/14,walking,walking,2014-10-06T11:27:07+02:00,2014-10-06T11:32:15+02:00,308,0.251,422,0
10/6/14,walking,walking,2014-10-06T12:18:20+02:00,2014-10-06T12:18:30+02:00,10,0.008,17,0
10/6/14,walking,walking,2014-10-06T12:41:54+02:00,2014-10-06T12:47:59+02:00,365,0.415,600,0
10/6/14,walking,walking,2014-10-06T12:47:58+02:00,2014-10-06T12:51:59+02:00,241,0.278,370,0
10/6/14,walking,walking,2014-10-06T13:00:00+02:00,2014-10-06T13:00:40+02:00,40,0.024,49,0
10/6/14,walking,walking,2014-10-06T13:07:10+02:00,2014-10-06T13:13:09+02:00,359,0.719,600,0
10/6/14,walking,walking,2014-10-06T13:13:39+02:00,2014-10-06T13:14:18+02:00,39,0.023,45,0
10/6/14,walking,walking,2014-10-06T15:08:02+02:00,2014-10-06T15:08:37+02:00,35,0.018,36,0
10/6/14,walking,walking,2014-10-06T17:05:04+02:00,2014-10-06T17:05:06+02:00,2,0.002,3,0
10/6/14,walking,walking,2014-10-06T19:27:45+02:00,2014-10-06T19:28:14+02:00,29,0.022,44,0
10/6/14,walking,walking,2014-10-06T20:24:07+02:00,2014-10-06T20:24:43+02:00,36,0.019,38,0
10/6/14,walking,walking,2014-10-06T21:24:35+02:00,2014-10-06T21:32:05+02:00,450,0.484,646,0
10/6/14,walking,walking,2014-10-06T23:34:46+02:00,2014-10-06T23:34:51+02:00,5,0.003,6,0
10/7/14,walking,walking,2014-10-07T02:16:30+02:00,2014-10-07T02:16:35+02:00,5,0.004,7,0
10/7/14,walking,walking,2014-10-07T08:25:03+02:00,2014-10-07T08:25:09+02:00,6,0.005,10,0
10/7/14,walking,walking,2014-10-07T11:33:54+02:00,2014-10-07T11:33:56+02:00,2,0.002,3,0
10/7/14,walking,walking,2014-10-07T11:58:02+02:00,2014-10-07T12:03:40+02:00,338,0.458,550,0
10/7/14,walking,walking,2014-10-07T12:03:52+02:00,2014-10-07T12:04:02+02:00,10,0.007,13,0
10/7/14,transport,transport,2014-10-07T12:09:20+02:00,2014-10-07T12:16:21+02:00,421,0.954,0,0
10/7/14,walking,walking,2014-10-07T12:16:21+02:00,2014-10-07T12:22:37+02:00,376,0.698,581,0
10/7/14,walking,walking,2014-10-07T13:37:34+02:00,2014-10-07T13:44:31+02:00,417,0.809,719,0
10/7/14,walking,walking,2014-10-07T13:44:30+02:00,2014-10-07T13:45:19+02:00,49,0.034,69,0
10/7/14,transport,transport,2014-10-07T14:00:49+02:00,2014-10-07T14:03:11+02:00,142,0.585,0,0
10/7/14,walking,walking,2014-10-07T14:03:12+02:00,2014-10-07T14:08:48+02:00,336,0.701,584,0
10/7/14,walking,walking,2014-10-07T14:08:59+02:00,2014-10-07T14:09:19+02:00,20,0.013,26,0
10/7/14,walking,walking,2014-10-07T17:16:50+02:00,2014-10-07T17:16:51+02:00,1,0.001,1,0
10/7/14,walking,walking,2014-10-07T18:21:12+02:00,2014-10-07T18:24:44+02:00,212,0.191,255,0
10/7/14,walking,walking,2014-10-07T19:00:01+02:00,2014-10-07T19:03:46+02:00,225,0.242,323,0
10/7/14,walking,walking,2014-10-07T21:05:15+02:00,2014-10-07T21:05:45+02:00,30,0.015,30,0
